PROCEDURE_CODE,DESCRIPTION,PAYER_NAME,LINE_OF_BUSINESS,ORG_NAME_ORG,CHARGE_PER_UNIT,PAID_AMT_PER_UNIT,ALLOWED_AMT_PER_UNIT
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Aetna,Commercial,HOUSTON MEDICAL CENTER,16225,11459.92,11629.44
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Cigna,Commercial,ORTHOPAEDIC SOUTH SURGICAL CENTER,34159,13803.31,15264.82
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Aetna,Commercial,PIEDMONT HOSPITALIST PHYSICIANS LLC,3613.8,929.33,1013.53
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Humana,Commercial,PIEDMONT HOSPITALIST PHYSICIANS LLC,2853,1498.09,1978.56
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Humana,Medicare,PIEDMONT HOSPITALIST PHYSICIANS LLC,3463.95,882.94,910.16
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Medicare,Medicare,PIEDMONT HOSPITALIST PHYSICIANS LLC,3853.29,791.3,986.84
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Cigna,Commercial,PERIMETER CENTER FOR OUTPATIENT SURGERY LP,23767,15769.47,17048.07
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Medicare,Medicare,PERIMETER CENTER FOR OUTPATIENT SURGERY LP,37846.42,6803.27,8612.04
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Anthem,Commercial,ORTHOPAEDIC SOUTH SURGICAL CENTER,34159,12807.79,14278.44
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Anthem,Medicaid,ORTHOPAEDIC SOUTH SURGICAL CENTER,34159,8370.43,8579.04
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Medicare,Medicare,PIEDMONT ORTHOPEDICS LLC,3393.39,709.59,883.64
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Anthem,Commercial,PIEDMONT HOSPITALIST PHYSICIANS LLC,3689.88,1816.91,2290.14
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Anthem,Commercial,PERIMETER CENTER FOR OUTPATIENT SURGERY LP,35894.14,8497.8,9442
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Humana,Medicare,PERIMETER CENTER FOR OUTPATIENT SURGERY LP,24123.5,8281.95,
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Aetna,Commercial,ORTHOPAEDIC SOUTH SURGICAL CENTER,34159,10419.86,11964.9
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Aetna,Commercial,PIEDMONT ORTHOPEDICS LLC,3447.38,1110.39,1353.72
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Anthem,Commercial,PIEDMONT ORTHOPEDICS LLC,3492.89,1932.66,2227.42
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Cigna,Commercial,PIEDMONT ORTHOPEDICS LLC,3636.62,1592.39,1869.1
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Cigna,Medicare,PIEDMONT ORTHOPEDICS LLC,4755,2399.79,2399.79
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Anthem,Commercial,ROME ORTHOPAEDIC CLINIC ASC INC,28725.5,8009.98,8500
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Cigna,Commercial,PIEDMONT HOSPITALIST PHYSICIANS LLC,4160.63,2073.46,2404.64
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Anthem,Medicaid,PIEDMONT ORTHOPEDICS LLC,4236.27,1218.44,1274.22
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Humana,Commercial,PIEDMONT ORTHOPEDICS LLC,3962.5,2075.78,2292.37
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Humana,Medicare,PIEDMONT ORTHOPEDICS LLC,3313.91,885.74,906.06
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Medicare,Medicare,ORTHOPAEDIC SOUTH SURGICAL CENTER,34159,6913.25,8670.71
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Medicare,Medicare,GWINNETT BONE & JOINT SPECIALIST,35000,1041.28,1304.49
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Aetna,Commercial,ROME ORTHOPAEDIC CLINIC ASC INC,28725.5,14537.12,15000
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Aetna,Commercial,EMORY CLINIC INC.,5243,1543.69,1543.69
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Anthem,Commercial,EVANS SURGERY CENTER,37200,22242.11,23532.97
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Medicare,Medicare,EVANS SURGERY CENTER,35858.82,6574.65,8233.41
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Cigna,Commercial,EMORY CLINIC INC.,5082.09,1229.73,1237.78
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Aetna,Commercial,PIEDMONT SURGERY CENTER,13612.5,11524.74,8380.82
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Cigna,Commercial,PIEDMONT SURGERY CENTER,14000,2000,2000
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Aetna,Commercial,EVANS SURGERY CENTER,40000,8078.55,8353.55
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Humana,Medicare,EVANS SURGERY CENTER,35000,7953.4,
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Anthem,Commercial,ATLANTA KNEE AND SPORTS MEDICINE,34916.67,2041.9,2581.76
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Cigna,Commercial,ATLANTA KNEE AND SPORTS MEDICINE,35000,2247.53,2809.41
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Cigna,Commercial,DANIELS SURGICAL SERVICES,18471,151.06,151.06
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Humana,Medicare,HOUSTON ORTHOPAEDIC SURGERY & SPORTS MEDICINE,6226.4,773.25,789.81
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Medicare,Medicare,PIEDMONT SURGERY CENTER,15181.82,6707.66,8419.23
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Anthem,Medicaid,ATLANTA KNEE AND SPORTS MEDICINE,,,
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Medicare,Medicare,ATLANTA KNEE AND SPORTS MEDICINE,33025,982.36,1232.82
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Cigna,Commercial,SPORTS MEDICINE SOUTH LLC,3480.75,735.66,760.59
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Aetna,Commercial,SOUTHERN SURGICAL ASSISTANTS LLC,3325,207.85,249.9
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Cigna,Commercial,SOUTHERN SURGICAL ASSISTANTS LLC,3325,214.1,207
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Cigna,Commercial,PIEDMONT FAYETTE HOSPITAL,23846.64,11644.62,11163.23
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Medicare,Medicare,PIEDMONT FAYETTE HOSPITAL,22214.21,10420.02,22134.87
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Aetna,Commercial,SOUTH GEORGIA MEDICAL CENTER,10210.67,7902.4,21014.22
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Humana,Medicare,PIEDMONT FAYETTE HOSPITAL,22173.12,10993.08,180.32
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Anthem,Medicaid,PIEDMONT FAYETTE HOSPITAL,20925.93,12048.05,12614.52
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Cigna,Medicare,PIEDMONT FAYETTE HOSPITAL,23927.84,10176.17,7636.33
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Humana,Commercial,PIEDMONT FAYETTE HOSPITAL,15568.2,20936,
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Anthem,Medicaid,SOUTHERN ORTHOPAEDICS AND SPORTS MEDICINE P.C.,4500,702.7,720.93
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Medicare,Medicare,SOUTHERN ORTHOPAEDICS AND SPORTS MEDICINE P.C.,4515.96,574.84,706.09
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Aetna,Commercial,PIEDMONT FAYETTE HOSPITAL,23073.13,11769.78,13682
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Anthem,Commercial,PIEDMONT FAYETTE HOSPITAL,24551.59,17215.38,20996.65
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Aetna,Commercial,SOUTHERN ORTHOPAEDICS AND SPORTS MEDICINE P.C.,4500,1217.26,1259.64
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Anthem,Commercial,SOUTHERN ORTHOPAEDICS AND SPORTS MEDICINE P.C.,4500,1235.34,1343.3
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Cigna,Commercial,SOUTHERN ORTHOPAEDICS AND SPORTS MEDICINE P.C.,4500,1278.61,1483.89
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Anthem,Commercial,SPECIALTY ORTHOPAEDICS SURGERY CENTER,20411.76,8203.61,10264.64
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Anthem,Medicaid,SPECIALTY ORTHOPAEDICS SURGERY CENTER,19000,8667.05,8696.05
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Cigna,Commercial,SPECIALTY ORTHOPAEDICS SURGERY CENTER,20333.33,8877.65,10591.56
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Humana,Medicare,SPECIALTY ORTHOPAEDICS SURGERY CENTER,20600,8324.2,8696.32
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Medicare,Medicare,SPECIALTY ORTHOPAEDICS SURGERY CENTER,19527.53,6827.65,8560.29
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Aetna,Commercial,WELLSTAR COBB HOSPITAL,28476,5376,6720
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Aetna,Commercial,SPECIALTY ORTHOPAEDICS SURGERY CENTER,19592.59,9353.28,9028.89
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Humana,Commercial,WELLSTAR COBB HOSPITAL,16611,3092,3792
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Humana,Medicare,WELLSTAR COBB HOSPITAL,20574.18,11317.92,13016.9
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Cigna,Commercial,REGENERATIVE ORTHOPAEDICS AND SPINE INSTITUTE PC,7484.8,1329.45,1329.45
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Humana,Commercial,SPECIALTY ORTHOPAEDICS SURGERY CENTER,19000,6000,6000
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Cigna,Commercial,WELLSTAR COBB HOSPITAL,21653.63,11715.51,12521.46
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Cigna,Commercial,GEORGIA BONE AND JOINT SURGEONS PC,9978,1240.33,1244.47
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Aetna,Commercial,PIEDMONT ATHENS REGIONAL MEDICAL CENTER,26303,14670.72,17935
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Humana,Medicare,PIEDMONT ATHENS REGIONAL MEDICAL CENTER,12791,9455.99,
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Medicare,Medicare,PIEDMONT ATHENS REGIONAL MEDICAL CENTER,26122.27,10327.35,25743.94
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Cigna,Commercial,EMORY JOHNS CREEK HOSPITAL,10352.38,12236.49,12236.49
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Humana,Commercial,EMORY JOHNS CREEK HOSPITAL,11549.5,23484.25,25226
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Humana,Medicare,EMORY JOHNS CREEK HOSPITAL,10893.92,11124.96,11777.83
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Aetna,Commercial,ASSOCIATES IN ORTHOPEDICS & SPORTS MEDICINE PC,3571.4,1377.88,1809.22
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Medicare,Medicare,ASSOCIATES IN ORTHOPEDICS & SPORTS MEDICINE PC,3955.04,736.36,916.21
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Humana,Medicare,WELLSTAR WEST GEORGIA MEDICAL CENTER,22543.5,11327.96,11702.96
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Aetna,Commercial,AUGUSTA ORTHOPEDIC & SPORTS MEDICINE SPECIALISTS PC,4080,984.76,984.76
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Humana,Medicare,AUGUSTA ORTHOPEDIC & SPORTS MEDICINE SPECIALISTS PC,3079.63,566.26,948.3
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Anthem,Commercial,PIEDMONT ROCKDALE HOSPITAL INC.,43237,16411.49,
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Anthem,Commercial,PIEDMONT ATHENS REGIONAL MEDICAL CENTER,24749.45,17285.5,
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Anthem,Medicaid,PIEDMONT ATHENS REGIONAL MEDICAL CENTER,11181.66,12076.08,
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Anthem,Commercial,ASSOCIATES IN ORTHOPEDICS & SPORTS MEDICINE PC,3246.73,1701.9,2093.82
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Anthem,Medicaid,ASSOCIATES IN ORTHOPEDICS & SPORTS MEDICINE PC,5102,1216.53,1246.53
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Cigna,Commercial,ASSOCIATES IN ORTHOPEDICS & SPORTS MEDICINE PC,3730.84,2201.19,2575.62
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Cigna,Commercial,PIEDMONT ATHENS REGIONAL MEDICAL CENTER,27510,11643.72,11794.63
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Aetna,Commercial,PIEDMONT ROCKDALE HOSPITAL INC.,29405,12195.23,
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Humana,Commercial,PIEDMONT ROCKDALE HOSPITAL INC.,41508,20936,
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Humana,Medicare,PIEDMONT ROCKDALE HOSPITAL INC.,36321,11047.84,11920.74
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Aetna,Commercial,SOUTHEAST GEORGIA HEALTH SYSTEM CAMDEN CAMPUS,19876.24,11909.61,12159.56
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Cigna,Commercial,PIEDMONT ROCKDALE HOSPITAL INC.,39779,12971.7,12971.7
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Medicare,Medicare,PIEDMONT ROCKDALE HOSPITAL INC.,38044,10419.6,29405
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Cigna,Commercial,JEFF A TRAUB MD PC,30000,1807.6,2058.06
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Aetna,Commercial,BARBOUR ORTHOPAEDICS SURGERY CENTER LLC,,,
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Cigna,Commercial,PEACHTREE ORTHOPAEDIC CLINIC PA,7556.91,1112.11,1121.61
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Humana,Medicare,ATLANTA ORTHOPAEDIC AND SPINE LLC,10427.04,1326.13,1329.45
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Anthem,Commercial,JEFF A TRAUB MD PC,30842.11,2376.74,2589.04
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Medicare,Medicare,JEFF A TRAUB MD PC,29145.16,596.07,740.26
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Humana,Medicare,WELLSTAR SPALDING REGIONAL HOSPITAL,15258.25,11373.73,12288.65
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Cigna,Commercial,BARBOUR ORTHOPAEDICS SURGERY CENTER LLC,56000,11507.45,12786.05
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Cigna,Commercial,REDMOND REGIONAL MEDICAL CENTER,29217.6,11611.28,11802.77
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Cigna,Commercial,SOUTHERN BONE & JOINT LLC,43720.25,12601.94,17000
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Humana,Medicare,SOUTHERN BONE & JOINT LLC,43720.25,8334.86,8744.05
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Anthem,Commercial,SOUTHERN BONE & JOINT LLC,19634.36,6371.16,7800
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Medicare,Medicare,SOUTHERN BONE & JOINT LLC,20000,6225.59,7860.59
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Anthem,Medicaid,SOUTHERN BONE & JOINT LLC,43720.25,8607.11,8744.05
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Cigna,Commercial,STEPHENS COUNTY HOSPITAL PHYSICIAN GROUP LLC,3385,1265.15,1265.15
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Aetna,Commercial,PIEDMONT NEWTON HOSPITAL,24211.6,11761.53,
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Cigna,Commercial,PIEDMONT NEWTON HOSPITAL,190,17911.91,
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Humana,Medicare,WEST GEORGIA HOME CARE,32035.5,11327.96,11702.96
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Humana,Medicare,PIEDMONT NEWTON HOSPITAL,26955.08,10852.94,
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Medicare,Medicare,PIEDMONT NEWTON HOSPITAL,27243.75,10456.83,27243.75
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Cigna,Commercial,ST. MARY'S GOOD SAMARITAN HOSPITAL,8455,1623.36,2029.2
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Cigna,Commercial,AK SURGICAL ASSISTANTS,9000,177.71,177.71
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Anthem,Commercial,PIEDMONT NEWTON HOSPITAL,29059.2,16909.17,
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Humana,Commercial,PIEDMONT NEWTON HOSPITAL,25947,19854,
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Cigna,Commercial,WELLSTAR NORTH FULTON HOSPITAL,18214,12117.85,12392.85
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Humana,Medicare,WELLSTAR NORTH FULTON HOSPITAL,14905.87,11918.02,12305.3
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Aetna,Commercial,PIEDMONT MOUNTAINSIDE HOSPITAL,25108.33,11882.18,
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Anthem,Commercial,PIEDMONT MOUNTAINSIDE HOSPITAL,28170,12805.61,14132.17
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Anthem,Medicaid,SOUTHERN REGIONAL MEDICAL CENTER,3267,1306.7,1306.7
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Humana,Medicare,SPECIALTY ORTHOPAEDICS PC,6968,1184.79,1242.11
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Medicare,Medicare,SPECIALTY ORTHOPAEDICS PC,6336.4,840.23,1052.91
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Aetna,Commercial,ADVANCED CENTER FOR JOINT SURGERY LLC,55000,14886.75,16438.69
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Anthem,Commercial,ADVANCED CENTER FOR JOINT SURGERY LLC,55000,22473.4,24400.7
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Cigna,Commercial,ADVANCED CENTER FOR JOINT SURGERY LLC,55000,21232.63,22709.4
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Medicare,Medicare,ADVANCED CENTER FOR JOINT SURGERY LLC,55000,6889.44,8642.85
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Aetna,Commercial,SPECIALTY ORTHOPAEDICS PC,6322.81,1238.1,1344.17
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Cigna,Commercial,PIEDMONT MOUNTAINSIDE HOSPITAL,25947,9818.49,9936.49
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Anthem,Commercial,SPECIALTY ORTHOPAEDICS PC,5806.67,1196.04,1547.87
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",Anthem,Medicaid,SPECIALTY ORTHOPAEDICS PC,6097,979.87,979.87
